id,customer_id,merchant_id,status,created_at,updated_at
63,13,19,shipped,2012-03-27 01:54:12 UTC,2012-03-27 01:54:12 UTC
64,13,95,shipped,2012-03-15 07:54:12 UTC,2012-03-15 07:54:12 UTC
65,13,76,shipped,2012-03-17 02:54:12 UTC,2012-03-17 02:54:12 UTC
66,13,59,shipped,2012-03-15 23:54:12 UTC,2012-03-15 23:54:12 UTC
67,13,47,shipped,2012-03-26 04:54:12 UTC,2012-03-26 04:54:12 UTC
68,13,92,shipped,2012-03-09 02:54:13 UTC,2012-03-09 02:54:13 UTC
69,13,21,shipped,2012-03-16 18:54:13 UTC,2012-03-16 18:54:13 UTC
70,14,22,shipped,2012-03-12 10:54:13 UTC,2012-03-12 10:54:13 UTC
71,15,37,shipped,2012-03-13 08:54:13 UTC,2012-03-13 08:54:13 UTC
72,15,60,shipped,2012-03-08 11:54:13 UTC,2012-03-08 11:54:13 UTC
73,15,10,shipped,2012-03-17 15:54:13 UTC,2012-03-17 15:54:13 UTC
74,15,94,shipped,2012-03-24 01:54:13 UTC,2012-03-24 01:54:13 UTC
75,15,25,shipped,2012-03-12 20:54:13 UTC,2012-03-12 20:54:13 UTC
76,15,23,shipped,2012-03-07 08:54:13 UTC,2012-03-07 08:54:13 UTC
77,16,2,shipped,2012-03-25 06:54:13 UTC,2012-03-25 06:54:13 UTC
78,16,57,shipped,2012-03-17 22:54:13 UTC,2012-03-17 22:54:13 UTC
79,16,81,shipped,2012-03-12 09:54:13 UTC,2012-03-12 09:54:13 UTC
80,16,18,shipped,2012-03-19 11:54:13 UTC,2012-03-19 11:54:13 UTC
81,16,81,shipped,2012-03-14 02:54:13 UTC,2012-03-14 02:54:13 UTC
82,16,63,shipped,2012-03-15 18:54:13 UTC,2012-03-15 18:54:13 UTC
83,16,32,shipped,2012-03-22 12:54:13 UTC,2012-03-22 12:54:13 UTC
84,16,33,shipped,2012-03-10 05:54:13 UTC,2012-03-10 05:54:13 UTC
85,17,12,shipped,2012-03-14 21:54:13 UTC,2012-03-14 21:54:13 UTC
86,17,3,shipped,2012-03-17 17:54:13 UTC,2012-03-17 17:54:13 UTC
87,17,29,shipped,2012-03-22 21:54:13 UTC,2012-03-22 21:54:13 UTC
88,17,10,shipped,2012-03-19 21:54:14 UTC,2012-03-19 21:54:14 UTC
89,17,94,shipped,2012-03-19 16:54:14 UTC,2012-03-19 16:54:14 UTC
90,17,68,shipped,2012-03-19 07:54:14 UTC,2012-03-19 07:54:14 UTC
91,17,25,shipped,2012-03-09 16:54:14 UTC,2012-03-09 16:54:14 UTC
92,17,31,shipped,2012-03-21 21:54:14 UTC,2012-03-21 21:54:14 UTC
93,17,88,shipped,2012-03-14 11:54:14 UTC,2012-03-14 11:54:14 UTC
94,17,43,shipped,2012-03-24 11:54:14 UTC,2012-03-24 11:54:14 UTC
95,19,31,shipped,2012-03-23 22:54:14 UTC,2012-03-23 22:54:14 UTC
96,19,45,shipped,2012-03-14 21:54:14 UTC,2012-03-14 21:54:14 UTC
97,19,80,shipped,2012-03-18 01:54:14 UTC,2012-03-18 01:54:14 UTC
98,19,27,shipped,2012-03-27 06:54:14 UTC,2012-03-27 06:54:14 UTC
99,20,73,shipped,2012-03-13 12:54:14 UTC,2012-03-13 12:54:14 UTC
100,20,66,shipped,2012-03-24 00:54:14 UTC,2012-03-24 00:54:14 UTC
101,20,98,shipped,2012-03-19 10:54:14 UTC,2012-03-19 10:54:14 UTC
102,20,14,shipped,2012-03-22 08:54:14 UTC,2012-03-22 08:54:14 UTC
103,20,57,shipped,2012-03-11 06:54:14 UTC,2012-03-11 06:54:14 UTC
104,20,29,shipped,2012-03-21 13:54:14 UTC,2012-03-21 13:54:14 UTC
105,20,59,shipped,2012-03-08 12:54:15 UTC,2012-03-08 12:54:15 UTC
106,20,98,shipped,2012-03-10 18:54:15 UTC,2012-03-10 18:54:15 UTC
107,20,89,shipped,2012-03-16 11:54:15 UTC,2012-03-16 11:54:15 UTC
108,20,66,shipped,2012-03-20 14:54:15 UTC,2012-03-20 14:54:15 UTC
109,21,96,shipped,2012-03-19 00:54:15 UTC,2012-03-19 00:54:15 UTC
110,21,45,shipped,2012-03-12 04:54:15 UTC,2012-03-12 04:54:15 UTC
111,21,72,shipped,2012-03-21 17:54:15 UTC,2012-03-21 17:54:15 UTC
112,21,71,shipped,2012-03-06 14:54:15 UTC,2012-03-06 14:54:15 UTC
113,21,18,shipped,2012-03-13 11:54:15 UTC,2012-03-13 11:54:15 UTC
114,21,44,shipped,2012-03-11 07:54:15 UTC,2012-03-11 07:54:15 UTC
115,21,87,shipped,2012-03-18 18:54:15 UTC,2012-03-18 18:54:15 UTC
116,21,80,shipped,2012-03-24 08:54:15 UTC,2012-03-24 08:54:15 UTC
117,22,84,shipped,2012-03-20 02:54:15 UTC,2012-03-20 02:54:15 UTC
118,22,67,shipped,2012-03-17 19:54:15 UTC,2012-03-17 19:54:15 UTC
119,22,93,shipped,2012-03-27 10:54:15 UTC,2012-03-27 10:54:15 UTC
120,22,9,shipped,2012-03-13 06:54:15 UTC,2012-03-13 06:54:15 UTC
121,22,2,shipped,2012-03-27 01:54:15 UTC,2012-03-27 01:54:15 UTC
122,22,63,shipped,2012-03-20 17:54:16 UTC,2012-03-20 17:54:16 UTC
123,22,96,shipped,2012-03-15 18:54:16 UTC,2012-03-15 18:54:16 UTC
124,22,57,shipped,2012-03-17 21:54:16 UTC,2012-03-17 21:54:16 UTC
125,23,59,shipped,2012-03-10 11:54:16 UTC,2012-03-10 11:54:16 UTC
126,23,30,shipped,2012-03-26 18:54:16 UTC,2012-03-26 18:54:16 UTC
127,23,61,shipped,2012-03-23 14:54:16 UTC,2012-03-23 14:54:16 UTC
128,23,65,shipped,2012-03-23 07:54:16 UTC,2012-03-23 07:54:16 UTC
129,23,31,shipped,2012-03-22 11:54:16 UTC,2012-03-22 11:54:16 UTC
130,23,58,shipped,2012-03-20 20:54:16 UTC,2012-03-20 20:54:16 UTC
131,23,39,shipped,2012-03-14 14:54:16 UTC,2012-03-14 14:54:16 UTC
132,25,71,shipped,2012-03-09 16:54:16 UTC,2012-03-09 16:54:16 UTC
133,25,41,shipped,2012-03-07 13:54:16 UTC,2012-03-07 13:54:16 UTC
134,25,49,shipped,2012-03-11 16:54:16 UTC,2012-03-11 16:54:16 UTC
135,25,100,shipped,2012-03-27 11:54:16 UTC,2012-03-27 11:54:16 UTC
136,25,26,shipped,2012-03-09 16:54:16 UTC,2012-03-09 16:54:16 UTC
137,25,1,shipped,2012-03-19 18:54:16 UTC,2012-03-19 18:54:16 UTC
138,26,16,shipped,2012-03-18 13:54:16 UTC,2012-03-18 13:54:16 UTC
139,26,16,shipped,2012-03-25 17:54:16 UTC,2012-03-25 17:54:16 UTC
140,27,56,shipped,2012-03-27 04:54:16 UTC,2012-03-27 04:54:16 UTC
141,28,25,shipped,2012-03-07 01:54:16 UTC,2012-03-07 01:54:16 UTC
142,28,32,shipped,2012-03-12 21:54:16 UTC,2012-03-12 21:54:16 UTC
143,28,29,shipped,2012-03-22 19:54:17 UTC,2012-03-22 19:54:17 UTC
144,28,7,shipped,2012-03-17 16:54:17 UTC,2012-03-17 16:54:17 UTC
145,28,81,shipped,2012-03-27 01:54:17 UTC,2012-03-27 01:54:17 UTC
146,28,77,shipped,2012-03-17 06:54:17 UTC,2012-03-17 06:54:17 UTC
147,28,43,shipped,2012-03-18 21:54:17 UTC,2012-03-18 21:54:17 UTC
148,28,7,shipped,2012-03-08 14:54:17 UTC,2012-03-08 14:54:17 UTC
149,28,52,shipped,2012-03-21 23:54:17 UTC,2012-03-21 23:54:17 UTC
150,28,53,shipped,2012-03-11 03:54:17 UTC,2012-03-11 03:54:17 UTC
151,29,92,shipped,2012-03-17 10:54:17 UTC,2012-03-17 10:54:17 UTC
152,29,7,shipped,2012-03-16 15:54:17 UTC,2012-03-16 15:54:17 UTC
153,29,45,shipped,2012-03-12 16:54:17 UTC,2012-03-12 16:54:17 UTC
154,29,100,shipped,2012-03-25 03:54:17 UTC,2012-03-25 03:54:17 UTC
155,29,1,shipped,2012-03-23 18:54:17 UTC,2012-03-23 18:54:17 UTC
156,29,55,shipped,2012-03-19 08:54:17 UTC,2012-03-19 08:54:17 UTC
157,29,46,shipped,2012-03-22 18:54:17 UTC,2012-03-22 18:54:17 UTC
158,30,83,shipped,2012-03-06 15:54:17 UTC,2012-03-06 15:54:17 UTC
159,30,38,shipped,2012-03-11 12:54:17 UTC,2012-03-11 12:54:17 UTC
160,30,56,shipped,2012-03-13 20:54:17 UTC,2012-03-13 20:54:17 UTC
161,31,10,shipped,2012-03-18 00:54:17 UTC,2012-03-18 00:54:17 UTC
162,31,11,shipped,2012-03-16 17:54:17 UTC,2012-03-16 17:54:17 UTC
163,31,60,shipped,2012-03-11 05:54:17 UTC,2012-03-11 05:54:17 UTC
164,31,81,shipped,2012-03-14 13:54:18 UTC,2012-03-14 13:54:18 UTC
165,32,45,shipped,2012-03-18 18:54:18 UTC,2012-03-18 18:54:18 UTC
166,32,74,shipped,2012-03-09 10:54:18 UTC,2012-03-09 10:54:18 UTC
167,32,6,shipped,2012-03-25 20:54:18 UTC,2012-03-25 20:54:18 UTC
168,33,69,shipped,2012-03-09 00:54:18 UTC,2012-03-09 00:54:18 UTC
169,34,87,shipped,2012-03-09 20:54:18 UTC,2012-03-09 20:54:18 UTC
170,36,96,shipped,2012-03-13 12:54:18 UTC,2012-03-13 12:54:18 UTC
171,36,60,shipped,2012-03-20 02:54:18 UTC,2012-03-20 02:54:18 UTC
172,36,46,shipped,2012-03-09 13:54:18 UTC,2012-03-09 13:54:18 UTC
173,37,43,shipped,2012-03-10 04:54:18 UTC,2012-03-10 04:54:18 UTC
174,37,98,shipped,2012-03-25 13:54:18 UTC,2012-03-25 13:54:18 UTC
175,37,55,shipped,2012-03-21 22:54:18 UTC,2012-03-21 22:54:18 UTC
176,37,22,shipped,2012-03-07 11:54:18 UTC,2012-03-07 11:54:18 UTC
177,37,60,shipped,2012-03-24 18:54:18 UTC,2012-03-24 18:54:18 UTC
178,37,77,shipped,2012-03-18 20:54:18 UTC,2012-03-18 20:54:18 UTC
179,37,24,shipped,2012-03-08 09:54:18 UTC,2012-03-08 09:54:18 UTC
180,38,68,shipped,2012-03-14 22:54:18 UTC,2012-03-14 22:54:18 UTC
181,38,48,shipped,2012-03-24 09:54:18 UTC,2012-03-24 09:54:18 UTC
182,38,93,shipped,2012-03-17 12:54:18 UTC,2012-03-17 12:54:18 UTC
183,38,15,shipped,2012-03-15 21:54:18 UTC,2012-03-15 21:54:18 UTC
184,38,7,shipped,2012-03-26 20:54:18 UTC,2012-03-26 20:54:18 UTC
185,38,31,shipped,2012-03-14 02:54:18 UTC,2012-03-14 02:54:18 UTC
186,39,3,shipped,2012-03-26 02:54:19 UTC,2012-03-26 02:54:19 UTC
187,40,24,shipped,2012-03-07 04:54:19 UTC,2012-03-07 04:54:19 UTC
188,40,87,shipped,2012-03-24 22:54:19 UTC,2012-03-24 22:54:19 UTC
189,40,12,shipped,2012-03-17 20:54:19 UTC,2012-03-17 20:54:19 UTC
190,40,64,shipped,2012-03-17 18:54:19 UTC,2012-03-17 18:54:19 UTC
191,40,15,shipped,2012-03-17 06:54:19 UTC,2012-03-17 06:54:19 UTC
192,40,98,shipped,2012-03-20 08:54:19 UTC,2012-03-20 08:54:19 UTC
193,41,81,shipped,2012-03-24 06:54:19 UTC,2012-03-24 06:54:19 UTC
194,41,45,shipped,2012-03-17 15:54:19 UTC,2012-03-17 15:54:19 UTC
195,41,94,shipped,2012-03-10 02:54:19 UTC,2012-03-10 02:54:19 UTC
196,41,54,shipped,2012-03-15 07:54:19 UTC,2012-03-15 07:54:19 UTC
197,41,86,shipped,2012-03-18 07:54:19 UTC,2012-03-18 07:54:19 UTC
198,41,41,shipped,2012-03-22 03:54:19 UTC,2012-03-22 03:54:19 UTC
199,41,93,shipped,2012-03-24 12:54:19 UTC,2012-03-24 12:54:19 UTC
200,41,98,shipped,2012-03-08 20:54:19 UTC,2012-03-08 20:54:19 UTC
201,41,44,shipped,2012-03-17 08:54:19 UTC,2012-03-17 08:54:19 UTC
202,42,22,shipped,2012-03-14 15:54:19 UTC,2012-03-14 15:54:19 UTC
203,42,31,shipped,2012-03-10 08:54:19 UTC,2012-03-10 08:54:19 UTC
204,42,43,shipped,2012-03-07 13:54:19 UTC,2012-03-07 13:54:19 UTC
205,42,92,shipped,2012-03-16 02:54:19 UTC,2012-03-16 02:54:19 UTC
206,42,40,shipped,2012-03-09 10:54:19 UTC,2012-03-09 10:54:19 UTC
207,42,87,shipped,2012-03-10 20:54:20 UTC,2012-03-10 20:54:20 UTC
208,42,10,shipped,2012-03-08 20:54:20 UTC,2012-03-08 20:54:20 UTC
209,42,12,shipped,2012-03-07 07:54:20 UTC,2012-03-07 07:54:20 UTC
210,42,56,shipped,2012-03-22 22:54:20 UTC,2012-03-22 22:54:20 UTC
211,43,68,shipped,2012-03-08 07:54:20 UTC,2012-03-08 07:54:20 UTC
212,43,27,shipped,2012-03-15 17:54:20 UTC,2012-03-15 17:54:20 UTC
213,43,71,shipped,2012-03-21 22:54:20 UTC,2012-03-21 22:54:20 UTC
214,43,81,shipped,2012-03-21 12:54:20 UTC,2012-03-21 12:54:20 UTC
215,44,64,shipped,2012-03-15 02:54:20 UTC,2012-03-15 02:54:20 UTC
216,45,79,shipped,2012-03-19 12:54:20 UTC,2012-03-19 12:54:20 UTC
217,45,28,shipped,2012-03-21 03:54:20 UTC,2012-03-21 03:54:20 UTC
218,45,29,shipped,2012-03-07 04:54:20 UTC,2012-03-07 04:54:20 UTC
219,45,47,shipped,2012-03-27 10:54:20 UTC,2012-03-27 10:54:20 UTC
220,45,84,shipped,2012-03-18 05:54:20 UTC,2012-03-18 05:54:20 UTC
221,46,15,shipped,2012-03-19 04:54:20 UTC,2012-03-19 04:54:20 UTC
222,48,7,shipped,2012-03-13 06:54:20 UTC,2012-03-13 06:54:20 UTC
223,48,72,shipped,2012-03-12 17:54:20 UTC,2012-03-12 17:54:20 UTC
224,49,95,shipped,2012-03-19 06:54:20 UTC,2012-03-19 06:54:20 UTC
225,49,41,shipped,2012-03-20 14:54:20 UTC,2012-03-20 14:54:20 UTC
226,49,92,shipped,2012-03-17 15:54:21 UTC,2012-03-17 15:54:21 UTC
227,49,95,shipped,2012-03-23 09:54:21 UTC,2012-03-23 09:54:21 UTC
228,50,63,shipped,2012-03-20 12:54:21 UTC,2012-03-20 12:54:21 UTC
229,51,34,shipped,2012-03-10 22:54:21 UTC,2012-03-10 22:54:21 UTC
230,51,34,shipped,2012-03-07 22:54:21 UTC,2012-03-07 22:54:21 UTC
231,51,38,shipped,2012-03-16 17:54:21 UTC,2012-03-16 17:54:21 UTC
232,51,50,shipped,2012-03-12 08:54:21 UTC,2012-03-12 08:54:21 UTC
233,51,60,shipped,2012-03-24 02:54:21 UTC,2012-03-24 02:54:21 UTC
234,51,89,shipped,2012-03-10 23:54:21 UTC,2012-03-10 23:54:21 UTC
235,51,85,shipped,2012-03-10 13:54:21 UTC,2012-03-10 13:54:21 UTC
236,51,84,shipped,2012-03-20 01:54:21 UTC,2012-03-20 01:54:21 UTC
237,51,7,shipped,2012-03-14 00:54:21 UTC,2012-03-14 00:54:21 UTC
238,52,23,shipped,2012-03-14 19:54:21 UTC,2012-03-14 19:54:21 UTC
239,52,80,shipped,2012-03-24 12:54:21 UTC,2012-03-24 12:54:21 UTC
240,52,75,shipped,2012-03-06 18:54:21 UTC,2012-03-06 18:54:21 UTC
241,53,7,shipped,2012-03-16 22:54:21 UTC,2012-03-16 22:54:21 UTC
242,53,54,shipped,2012-03-23 09:54:21 UTC,2012-03-23 09:54:21 UTC
243,53,35,shipped,2012-03-21 05:54:21 UTC,2012-03-21 05:54:21 UTC
244,53,41,shipped,2012-03-22 01:54:21 UTC,2012-03-22 01:54:21 UTC
245,54,70,shipped,2012-03-19 22:54:21 UTC,2012-03-19 22:54:21 UTC
246,55,4,shipped,2012-03-16 11:54:21 UTC,2012-03-16 11:54:21 UTC
247,55,21,shipped,2012-03-21 06:54:21 UTC,2012-03-21 06:54:21 UTC
248,55,11,shipped,2012-03-24 06:54:22 UTC,2012-03-24 06:54:22 UTC
249,55,17,shipped,2012-03-12 16:54:22 UTC,2012-03-12 16:54:22 UTC
250,56,73,shipped,2012-03-12 21:54:22 UTC,2012-03-12 21:54:22 UTC
251,56,62,shipped,2012-03-07 20:54:22 UTC,2012-03-07 20:54:22 UTC
252,56,6,shipped,2012-03-11 09:54:22 UTC,2012-03-11 09:54:22 UTC
253,56,22,shipped,2012-03-13 05:54:22 UTC,2012-03-13 05:54:22 UTC
254,56,52,shipped,2012-03-12 15:54:22 UTC,2012-03-12 15:54:22 UTC
255,56,80,shipped,2012-03-26 03:54:22 UTC,2012-03-26 03:54:22 UTC
256,56,43,shipped,2012-03-26 06:54:22 UTC,2012-03-26 06:54:22 UTC
257,56,25,shipped,2012-03-20 23:54:22 UTC,2012-03-20 23:54:22 UTC
258,56,74,shipped,2012-03-25 19:54:22 UTC,2012-03-25 19:54:22 UTC
259,57,2,shipped,2012-03-08 03:54:22 UTC,2012-03-08 03:54:22 UTC
260,57,65,shipped,2012-03-26 02:54:22 UTC,2012-03-26 02:54:22 UTC
261,57,7,shipped,2012-03-12 18:54:22 UTC,2012-03-12 18:54:22 UTC
262,57,58,shipped,2012-03-10 13:54:22 UTC,2012-03-10 13:54:22 UTC
263,57,63,shipped,2012-03-16 06:54:22 UTC,2012-03-16 06:54:22 UTC
264,57,98,shipped,2012-03-13 14:54:22 UTC,2012-03-13 14:54:22 UTC
265,58,44,shipped,2012-03-15 10:54:22 UTC,2012-03-15 10:54:22 UTC
266,58,75,shipped,2012-03-14 04:54:22 UTC,2012-03-14 04:54:22 UTC
267,58,100,shipped,2012-03-24 01:54:22 UTC,2012-03-24 01:54:22 UTC
268,59,89,shipped,2012-03-25 12:54:23 UTC,2012-03-25 12:54:23 UTC
269,59,35,shipped,2012-03-13 01:54:23 UTC,2012-03-13 01:54:23 UTC
270,59,32,shipped,2012-03-21 21:54:23 UTC,2012-03-21 21:54:23 UTC
271,59,78,shipped,2012-03-07 12:54:23 UTC,2012-03-07 12:54:23 UTC
272,59,52,shipped,2012-03-12 19:54:23 UTC,2012-03-12 19:54:23 UTC
273,59,72,shipped,2012-03-08 21:54:23 UTC,2012-03-08 21:54:23 UTC
274,59,9,shipped,2012-03-17 14:54:23 UTC,2012-03-17 14:54:23 UTC
275,60,27,shipped,2012-03-26 16:54:23 UTC,2012-03-26 16:54:23 UTC
276,60,94,shipped,2012-03-10 11:54:23 UTC,2012-03-10 11:54:23 UTC
277,60,2,shipped,2012-03-11 14:54:23 UTC,2012-03-11 14:54:23 UTC
278,60,94,shipped,2012-03-27 00:54:23 UTC,2012-03-27 00:54:23 UTC
279,60,41,shipped,2012-03-18 07:54:23 UTC,2012-03-18 07:54:23 UTC
280,60,93,shipped,2012-03-27 01:54:23 UTC,2012-03-27 01:54:23 UTC
281,60,35,shipped,2012-03-07 06:54:23 UTC,2012-03-07 06:54:23 UTC
282,60,94,shipped,2012-03-06 17:54:23 UTC,2012-03-06 17:54:23 UTC
283,61,11,shipped,2012-03-20 07:54:23 UTC,2012-03-20 07:54:23 UTC
284,61,27,shipped,2012-03-08 20:54:23 UTC,2012-03-08 20:54:23 UTC
285,61,6,shipped,2012-03-07 06:54:23 UTC,2012-03-07 06:54:23 UTC
286,61,99,shipped,2012-03-25 04:54:23 UTC,2012-03-25 04:54:23 UTC
287,61,41,shipped,2012-03-17 19:54:23 UTC,2012-03-17 19:54:23 UTC
288,61,49,shipped,2012-03-08 03:54:24 UTC,2012-03-08 03:54:24 UTC
289,61,16,shipped,2012-03-16 15:54:24 UTC,2012-03-16 15:54:24 UTC
290,62,72,shipped,2012-03-12 00:54:24 UTC,2012-03-12 00:54:24 UTC
291,62,6,shipped,2012-03-07 00:54:24 UTC,2012-03-07 00:54:24 UTC
292,62,11,shipped,2012-03-09 00:54:24 UTC,2012-03-09 00:54:24 UTC
293,62,48,shipped,2012-03-12 19:54:24 UTC,2012-03-12 19:54:24 UTC
294,63,9,shipped,2012-03-09 19:54:24 UTC,2012-03-09 19:54:24 UTC
295,63,76,shipped,2012-03-15 16:54:24 UTC,2012-03-15 16:54:24 UTC
296,63,45,shipped,2012-03-19 23:54:24 UTC,2012-03-19 23:54:24 UTC
297,64,23,shipped,2012-03-11 12:54:24 UTC,2012-03-11 12:54:24 UTC
298,64,78,shipped,2012-03-15 05:54:24 UTC,2012-03-15 05:54:24 UTC
299,64,53,shipped,2012-03-18 02:54:24 UTC,2012-03-18 02:54:24 UTC
300,64,18,shipped,2012-03-16 09:54:24 UTC,2012-03-16 09:54:24 UTC
